TABELA CEST 2018;;;;;;;;;;;;;
BUSCA AUTOMÁTICA:;;;;;;;;;;;;;
NCM;DESCRIÇÃO;Início de vigência;CEST;SEGMENTO;;;;;;;;;
22021000;22021000 - Águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente, exceto os refrescos e refrigerantes;01/07/2017;300700;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22029900;22029900 - Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente;01/07/2017;300800;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
2202;2202 - Refrigerantes em garrafa com capacidade igual ou superior a 600 ml, exceto os classificados no CEST 03.011.01;01/07/2017;301000;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
2202;2202 - Demais refrigerantes, exceto os classificados no CEST 03.010.00 e 03.011.01;01/07/2017;301100;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
2202;2202 - Espumantes sem álcool;01/07/2017;301101;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
21069010;21069010 - Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina ìpré-mixî ou ìpost-mixî;01/07/2017;301200;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22029900;22029900 - Bebidas energéticas em embalagem com capacidade inferior a 600ml;01/07/2017;301300;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
210690;210690 - Bebidas energéticas em embalagem com capacidade inferior a 600ml;01/07/2017;301300;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
210690;210690 - Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml;01/07/2017;301400;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22029900;22029900 - Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml;01/07/2017;301400;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22029900;22029900 - Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml;01/07/2017;301500;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
210690;210690 - Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml;01/07/2017;301500;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
210690;210690 - Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml;01/07/2017;301600;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22029900;22029900 - Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade igual ou superior a 600ml;01/07/2017;301600;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22030000;22030000 - Cerveja;01/07/2017;302100;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22029100;22029100 - Cerveja sem álcool;01/07/2017;302200;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22030000;22030000 - Chope;01/07/2017;302300;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22011000;22011000 - Água mineral em embalagens retornáveis com capacidade igual ou superior a 10 (dez) e inferior a 20 (vinte) litros;01/07/2017;302400;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
22011000;22011000 - Água mineral em embalagens retornáveis com capacidade igual ou superior a 20 (vinte) litros;01/07/2017;302500;Cervejas, chopes, refrigerantes, águas e outras bebidas;;;;;;;;;
2402;2402 - Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos;01/07/2017;400100;Cigarros e outros produtos derivados do fumo;;;;;;;;;
24031;24031 - Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção;01/07/2017;400200;Cigarros e outros produtos derivados do fumo;;;;;;;;;
2523;2523 - Cimento;01/07/2017;500100;Cimentos;;;;;;;;;
22071010;22071010 - Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Com um teor de água igual ou inferior a 1 % vol (álcool etílico anidro combustível);01/07/2017;600100;Combustíveis e lubrificantes;;;;;;;;;
22071090;22071090 - Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Outros (álcool etílico hidratado combustível);01/07/2017;600101;Combustíveis e lubrificantes;;;;;;;;;
27101259;27101259 - Gasolina automotiva A, exceto Premium;01/07/2017;600200;Combustíveis e lubrificantes;;;;;;;;;
27101259;27101259 - Gasolina automotiva C, exceto Premium;01/07/2017;600201;Combustíveis e lubrificantes;;;;;;;;;
27101259;27101259 - Gasolina automotiva A Premium;01/07/2017;600202;Combustíveis e lubrificantes;;;;;;;;;
27101259;27101259 - Gasolina automotiva C Premium;01/07/2017;600203;Combustíveis e lubrificantes;;;;;;;;;
27101251;27101251 - Gasolina de aviação;01/07/2017;600300;Combustíveis e lubrificantes;;;;;;;;;
27101919;27101919 - Querosenes, exceto de aviação;01/07/2017;600400;Combustíveis e lubrificantes;;;;;;;;;
27101911;27101911 - Querosene de aviação;01/07/2017;600500;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel A, exceto S10 e Marítimo;01/07/2017;600600;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel B, exceto S10 (mistura obrigatória);01/07/2017;600601;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel B, exceto S10 (misturas autorizativas);01/07/2017;600602;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel B, exceto S10 (misturas experimentais);01/07/2017;600603;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel A S10;01/07/2017;600604;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel B S10 (mistura obrigatória);01/07/2017;600605;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel B S10 (misturas autorizativas);01/07/2017;600606;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo diesel B S10 (misturas experimentais);01/07/2017;600607;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo Diesel Marítimo;01/07/2017;600608;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Outros óleos combustíveis, exceto os classificados no CEST 06.006.10 e 06.006.11;01/07/2017;600609;Combustíveis e lubrificantes;;;;;;;;;
2710192;2710192 - Óleo combustível derivado de xisto;01/07/2017;600610;Combustíveis e lubrificantes;;;;;;;;;
27101922;27101922 - Óleo combustível pesado;01/07/2017;600611;Combustíveis e lubrificantes;;;;;;;;;
2710193;2710193 - Óleos lubrificantes;01/07/2017;600700;Combustíveis e lubrificantes;;;;;;;;;
2710199;2710199 - Outros óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel, exceto os resíduos de óleos e exceto as graxas lubrificantes;01/07/2017;600800;Combustíveis e lubrificantes;;;;;;;;;
2710199;2710199 - Graxa lubrificante;01/07/2017;600801;Combustíveis e lubrificantes;;;;;;;;;
27109;27109 - Resíduos de óleos;01/07/2017;600900;Combustíveis e lubrificantes;;;;;;;;;
2711;2711 - Gás de petróleo e outros hidrocarbonetos gasosos, exceto GLP, GLGN, Gás Natural e Gás de xisto.;01/07/2017;601000;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo em botijão de 13 Kg (GLP);01/07/2017;601100;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo (GLP), exceto em botijão de 13 Kg;01/07/2017;601101;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo em botijão de 13 Kg (GLGNn);01/07/2017;601102;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo (GLGNn), exceto em botijão de 13 Kg;01/07/2017;601103;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo em botijão de 13 Kg (GLGNi);01/07/2017;601104;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo (GLGNi), exceto em botijão de 13 Kg;01/07/2017;601105;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo em botijão de 13 kg (Misturas);01/07/2017;601106;Combustíveis e lubrificantes;;;;;;;;;
27111910;27111910 - Gás liquefeito de petróleo (Misturas), exceto em botijão de 13 Kg;01/07/2017;601107;Combustíveis e lubrificantes;;;;;;;;;
27111100;27111100 - Gás Natural Liquefeito;01/07/2017;601200;Combustíveis e lubrificantes;;;;;;;;;
27112100;27112100 - Gás Natural Gasoso;01/07/2017;601300;Combustíveis e lubrificantes;;;;;;;;;
27112990;27112990 - Gás de xisto;01/07/2017;601400;Combustíveis e lubrificantes;;;;;;;;;
2713;2713 - Coque de petróleo e outros resíduos de óleo de petróleo ou de minerais betuminosos;01/07/2017;601500;Combustíveis e lubrificantes;;;;;;;;;
38260000;38260000 - Biodiesel e suas misturas, que não contenham ou que contenham menos de 70%, em peso, de óleos de petróleo ou de óleos minerais betuminosos;01/07/2017;601600;Combustíveis e lubrificantes;;;;;;;;;
3403;3403 - Preparações lubrificantes, exceto as contendo, como constituintes de base, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos;01/07/2017;601700;Combustíveis e lubrificantes;;;;;;;;;
27102000;27102000 - Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, que contenham biodiesel, exceto os resíduos de óleos;01/07/2017;601800;Combustíveis e lubrificantes;;;;;;;;;
27160000;27160000 - Energia elétrica;01/07/2017;700100;Energia elétrica;;;;;;;;;
40169990;40169990 - Ferramentas de borracha vulcanizada não endurecida;01/07/2017;800100;Ferramentas;;;;;;;;;
44170010;44170010 - Ferramentas, armações e cabos de ferramentas, de madeira;01/07/2017;800200;Ferramentas;;;;;;;;;
44170090;44170090 - Ferramentas, armações e cabos de ferramentas, de madeira;01/07/2017;800200;Ferramentas;;;;;;;;;
6804;"6804 - Mós e artefatos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias";01/07/2017;800300;Ferramentas;;;;;;;;;
8201;"8201 - Pás, alviões, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura";01/07/2017;800400;Ferramentas;;;;;;;;;
82022000;82022000 - Folhas de serras de fita;01/07/2017;800500;Ferramentas;;;;;;;;;
82029100;82029100 - Lâminas de serras máquinas;01/07/2017;800600;Ferramentas;;;;;;;;;
8202;8202 - Serras manuais e outras folhas de serras (incluídas as fresas-serras e as folhas não dentadas para serrar), exceto as classificadas nos CEST 08.005.00 e 08.006.00;01/07/2017;800700;Ferramentas;;;;;;;;;
8203;8203 - Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pinças para sobrancelhas classificadas na posição 8203.20.90;01/07/2017;800800;Ferramentas;;;;;;;;;
8204;"8204 - Chaves de porcas, manuais (incluídas as chaves dinamométricas); chaves de caixa intercambiáveis, mesmo com cabos";01/07/2017;800900;Ferramentas;;;;;;;;;
8205;"8205 - Ferramentas manuais (incluídos os diamantes de vidraceiro) não especificadas nem compreendidas em outras posições, lamparinas ou lâmpadas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas; bigornas; forjas-portáteis; mós com armação, manuais ou de pedal";01/07/2017;801000;Ferramentas;;;;;;;;;
82060000;82060000 - Ferramentas de pelo menos duas das posições 8202 a 8205, acondicionadas em sortidos para venda a retalho;01/07/2017;801100;Ferramentas;;;;;;;;;
820740;"820740 - Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";01/07/2017;801200;Ferramentas;;;;;;;;;
820760;"820760 - Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";01/07/2017;801200;Ferramentas;;;;;;;;;
820770;"820770 - Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";01/07/2017;801200;Ferramentas;;;;;;;;;
8207;8207 - Outras ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, furar, tornear, aparafusar), incluídas as fieiras de estiragem ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem, exceto forma ou gabarito de produtos em epoxy e as classificadas no CEST 08.012.00;01/07/2017;801300;Ferramentas;;;;;;;;;
8208;8208 - Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos;01/07/2017;801400;Ferramentas;;;;;;;;;
82090011;82090011 - Plaquetas ou pastilhas intercambiáveis;01/07/2017;801500;Ferramentas;;;;;;;;;
820900;820900 - Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (ìcermetsî), exceto as classificadas no CEST 08.015.00;01/07/2017;801600;Ferramentas;;;;;;;;;
8211;8211 - Facas de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas, exceto as de uso doméstico;01/07/2017;801700;Ferramentas;;;;;;;;;
8213;8213 - Tesouras e suas lâminas;01/07/2017;801800;Ferramentas;;;;;;;;;
8467;8467 - Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual, exceto o descrito no CEST 08.019.01;01/07/2017;801900;Ferramentas;;;;;;;;;
84678100;84678100 - Moto-serras portáteis de corrente, com motor incorporado, não elétrico, de uso agrícola;01/07/2017;801901;Ferramentas;;;;;;;;;
9015;"9015 - nstrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas; telêmetros";01/07/2017;802000;Ferramentas;;;;;;;;;
90172000;"90172000 - Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";01/07/2017;802100;Ferramentas;;;;;;;;;
901730;"901730 - Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";01/07/2017;802100;Ferramentas;;;;;;;;;
901780;"901780 - Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";01/07/2017;802100;Ferramentas;;;;;;;;;
90179090;"90179090 - Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";01/07/2017;802100;Ferramentas;;;;;;;;;
90251190;90251190 - Termômetros, suas partes e acessórios;01/07/2017;802200;Ferramentas;;;;;;;;;
90259010;90259010 - Termômetros, suas partes e acessórios;01/07/2017;802200;Ferramentas;;;;;;;;;
902519;902519 - Pirômetros, suas partes e acessórios;01/07/2017;802300;Ferramentas;;;;;;;;;
90259090;90259090 - Pirômetros, suas partes e acessórios;01/07/2017;802300;Ferramentas;;;;;;;;;
8539;8539 - Lâmpadas elétricas;01/07/2017;900100;Lâmpadas, reatores e “starter”;;;;;;;;;
8540;8540 - Lâmpadas eletrônicas;01/07/2017;900200;Lâmpadas, reatores e “starter”;;;;;;;;;
85041000;85041000 - Reatores para lâmpadas ou tubos de descargas;01/07/2017;900300;Lâmpadas, reatores e “starter”;;;;;;;;;
853650;853650 - ìStarterî;01/07/2017;900400;Lâmpadas, reatores e “starter”;;;;;;;;;
85395000;85395000 - Lâmpadas de LED (Diodos Emissores de Luz);01/07/2017;900500;Lâmpadas, reatores e “starter”;;;;;;;;;
2522;2522 - Cal;01/07/2017;1000100;Materiais de construção e congêneres;;;;;;;;;
38245000;38245000 - Argamassas;01/07/2017;1000200;Materiais de construção e congêneres;;;;;;;;;
3816001;3816001 - Argamassas;01/07/2017;1000200;Materiais de construção e congêneres;;;;;;;;;
32149000;32149000 - Outras argamassas;01/07/2017;1000300;Materiais de construção e congêneres;;;;;;;;;
391000;391000 - Silicones em formas primárias, para uso na construção;01/07/2017;1000400;Materiais de construção e congêneres;;;;;;;;;
3916;"3916 - Revestimentos de PVC e outros plásticos; forro, sancas e afins de PVC, para uso na construção";01/07/2017;1000500;Materiais de construção e congêneres;;;;;;;;;
