TABELA CEST 2018;;;;
BUSCA AUTOMµTICA:;;;;
NCM;DESCRI€ÇO;In¡cio de vigˆncia;CEST;SEGMENTO
22029900;22029900 - Bebidas energ‚ticas em embalagem com capacidade inferior a 600ml;01/07/2017;0301300;Cervejas, chopes, refrigerantes,  guas e outras bebidas
210690;210690 - Bebidas energ‚ticas em embalagem com capacidade inferior a 600ml;01/07/2017;0301300;Cervejas, chopes, refrigerantes,  guas e outras bebidas
210690;210690 - Bebidas energ‚ticas em embalagem com capacidade igual ou superior a 600ml;01/07/2017;0301400;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22029900;22029900 - Bebidas energ‚ticas em embalagem com capacidade igual ou superior a 600ml;01/07/2017;0301400;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22029900;22029900 - Bebidas hidroeletrol¡ticas (isot“nicas) em embalagem com capacidade inferior a 600ml;01/07/2017;0301500;Cervejas, chopes, refrigerantes,  guas e outras bebidas
210690;210690 - Bebidas hidroeletrol¡ticas (isot“nicas) em embalagem com capacidade inferior a 600ml;01/07/2017;0301500;Cervejas, chopes, refrigerantes,  guas e outras bebidas
210690;210690 - Bebidas hidroeletrol¡ticas (isot“nicas) em embalagem com capacidade inferior a 600ml;01/07/2017;0301600;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22029900;22029900 - Bebidas hidroeletrol¡ticas (isot“nicas) em embalagem com capacidade igual ou superior a 600ml;01/07/2017;0301600;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22030000;22030000 - Cerveja;01/07/2017;0302100;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22029100;22029100 - Cerveja sem  lcool;01/07/2017;0302200;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22030000;22030000 - Chope;01/07/2017;0302300;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22011000;22011000 - µgua mineral em embalagens retorn veis com capacidade igual ou superior a 10 (dez) e inferior a 20 (vinte) litros;01/07/2017;0302400;Cervejas, chopes, refrigerantes,  guas e outras bebidas
22011000;22011000 - µgua mineral em embalagens retorn veis com capacidade igual ou superior a 20 (vinte) litros;01/07/2017;0302500;Cervejas, chopes, refrigerantes,  guas e outras bebidas
2402;2402 - Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedƒneos;01/07/2017;0400100;Cigarros e outros produtos derivados do fumo
24031;24031 - Tabaco para fumar, mesmo contendo sucedƒneos de tabaco em qualquer propor‡Æo;01/07/2017;0400200;Cigarros e outros produtos derivados do fumo
2523;2523 - Cimento;01/07/2017;0500100;Cimentos
22071010;22071010 - µlcool et¡lico nÆo desnaturado, com um teor alco¢lico em volume igual ou superior a 80% vol - Com um teor de  gua igual ou inferior a 1 % vol ( lcool et¡lico anidro combust¡vel);01/07/2017;0600100;Combust¡veis e lubrificantes
22071090;22071090 - µlcool et¡lico nÆo desnaturado, com um teor alco¢lico em volume igual ou superior a 80% vol - Outros ( lcool et¡lico hidratado combust¡vel);01/07/2017;0600101;Combust¡veis e lubrificantes
27101259;27101259 - Gasolina automotiva A, exceto Premium;01/07/2017;0600200;Combust¡veis e lubrificantes
27101259;27101259 - Gasolina automotiva C, exceto Premium;01/07/2017;0600201;Combust¡veis e lubrificantes
27101259;27101259 - Gasolina automotiva A Premium;01/07/2017;0600202;Combust¡veis e lubrificantes
27101259;27101259 - Gasolina automotiva C Premium;01/07/2017;0600203;Combust¡veis e lubrificantes
27101251;27101251 - Gasolina de avia‡Æo;01/07/2017;0600300;Combust¡veis e lubrificantes
27101919;27101919 - Querosenes, exceto de avia‡Æo;01/07/2017;0600400;Combust¡veis e lubrificantes
27101911;27101911 - Querosene de avia‡Æo;01/07/2017;0600500;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel A, exceto S10 e Mar¡timo;01/07/2017;0600600;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel B, exceto S10 (mistura obrigat¢ria);01/07/2017;0600601;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel B, exceto S10 (misturas autorizativas);01/07/2017;0600602;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel B, exceto S10 (misturas experimentais);01/07/2017;0600603;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel A S10;01/07/2017;0600604;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel B S10 (mistura obrigat¢ria);01/07/2017;0600605;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel B S10 (misturas autorizativas);01/07/2017;0600606;Combust¡veis e lubrificantes
2710192;2710192 - àleo diesel B S10 (misturas experimentais);01/07/2017;0600607;Combust¡veis e lubrificantes
2710192;2710192 - àleo Diesel Mar¡timo;01/07/2017;0600608;Combust¡veis e lubrificantes
2710192;2710192 - Outros ¢leos combust¡veis, exceto os classificados no CEST 06.006.10 e 06.006.11;01/07/2017;0600609;Combust¡veis e lubrificantes
2710192;2710192 - àleo combust¡vel derivado de xisto;01/07/2017;0600610;Combust¡veis e lubrificantes
27101922;27101922 - àleo combust¡vel pesado;01/07/2017;0600611;Combust¡veis e lubrificantes
2710193;2710193 - àleos lubrificantes;01/07/2017;0600700;Combust¡veis e lubrificantes
2710199;2710199 - Outros ¢leos de petr¢leo ou de minerais betuminosos (exceto ¢leos brutos) e prepara‡äes nÆo especificadas nem compreendidas noutras posi‡äes, que contenham, como constituintes b sicos, 70% ou mais, em peso, de ¢leos de petr¢leo ou de minerais betuminosos, exceto os que contenham biodiesel, exceto os res¡duos de ¢leos e exceto as graxas lubrificantes;01/07/2017;0600800;Combust¡veis e lubrificantes
2710199;2710199 - Graxa lubrificante;01/07/2017;0600801;Combust¡veis e lubrificantes
27109;27109 - Res¡duos de ¢leos;01/07/2017;0600900;Combust¡veis e lubrificantes
2711;2711 - G s de petr¢leo e outros hidrocarbonetos gasosos, exceto GLP, GLGN, G s Natural e G s de xisto.;01/07/2017;0601000;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo em botijÆo de 13 Kg (GLP);01/07/2017;0601100;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo (GLP), exceto em botijÆo de 13 Kg;01/07/2017;0601101;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo em botijÆo de 13 Kg (GLGNn);01/07/2017;0601102;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo (GLGNn), exceto em botijÆo de 13 Kg;01/07/2017;0601103;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo em botijÆo de 13 Kg (GLGNi);01/07/2017;0601104;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo (GLGNi), exceto em botijÆo de 13 Kg;01/07/2017;0601105;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo em botijÆo de 13 kg (Misturas);01/07/2017;0601106;Combust¡veis e lubrificantes
27111910;27111910 - G s liquefeito de petr¢leo (Misturas), exceto em botijÆo de 13 Kg;01/07/2017;0601107;Combust¡veis e lubrificantes
27111100;27111100 - G s Natural Liquefeito;01/07/2017;0601200;Combust¡veis e lubrificantes
27112100;27112100 - G s Natural Gasoso;01/07/2017;0601300;Combust¡veis e lubrificantes
27112990;27112990 - G s de xisto;01/07/2017;0601400;Combust¡veis e lubrificantes
2713;2713 - Coque de petr¢leo e outros res¡duos de ¢leo de petr¢leo ou de minerais betuminosos;01/07/2017;0601500;Combust¡veis e lubrificantes
38260000;38260000 - Biodiesel e suas misturas, que nÆo contenham ou que contenham menos de 70%, em peso, de ¢leos de petr¢leo ou de ¢leos minerais betuminosos;01/07/2017;0601600;Combust¡veis e lubrificantes
3403;3403 - Prepara‡äes lubrificantes, exceto as contendo, como constituintes de base, 70% ou mais, em peso, de ¢leos de petr¢leo ou de minerais betuminosos;01/07/2017;0601700;Combust¡veis e lubrificantes
27102000;27102000 - àleos de petr¢leo ou de minerais betuminosos (exceto ¢leos brutos) e prepara‡äes nÆo especificadas nem compreendidas noutras posi‡äes, que contenham, como constituintes b sicos, 70% ou mais, em peso, de ¢leos de petr¢leo ou de minerais betuminosos, que contenham biodiesel, exceto os res¡duos de ¢leos;01/07/2017;0601800;Combust¡veis e lubrificantes
27160000;27160000 - Energia el‚trica;01/07/2017;0700100;Energia el‚trica
40169990;40169990 - Ferramentas de borracha vulcanizada nÆo endurecida;01/07/2017;0800100;Ferramentas
44170010;44170010 - Ferramentas, arma‡äes e cabos de ferramentas, de madeira;01/07/2017;0800200;Ferramentas
44170090;44170090 - Ferramentas, arma‡äes e cabos de ferramentas, de madeira;01/07/2017;0800200;Ferramentas
6804;"6804 - M¢s e artefatos semelhantes, sem arma‡Æo, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerƒmica, mesmo com partes de outras mat‚rias";01/07/2017;0800300;Ferramentas
8201;"8201 - P s, alviäes, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras; machados, podäes e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura";01/07/2017;0800400;Ferramentas
82022000;82022000 - Folhas de serras de fita;01/07/2017;0800500;Ferramentas
82029100;82029100 - Lƒminas de serras m quinas;01/07/2017;0800600;Ferramentas
8202;8202 - Serras manuais e outras folhas de serras (inclu¡das as fresas-serras e as folhas nÆo dentadas para serrar), exceto as classificadas nos CEST 08.005.00 e 08.006.00;01/07/2017;0800700;Ferramentas
8203;8203 - Limas, grosas, alicates (mesmo cortantes), tenazes, pin‡as, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pin‡as para sobrancelhas classificadas na posi‡Æo 8203.20.90;01/07/2017;0800800;Ferramentas
8204;"8204 - Chaves de porcas, manuais (inclu¡das as chaves dinamom‚tricas); chaves de caixa intercambi veis, mesmo com cabos";01/07/2017;0800900;Ferramentas
8205;"8205 - Ferramentas manuais (inclu¡dos os diamantes de vidraceiro) nÆo especificadas nem compreendidas em outras posi‡äes, lamparinas ou lƒmpadas de soldar (ma‡aricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acess¢rios ou partes de m quinas-ferramentas; bigornas; forjas-port teis; m¢s com arma‡Æo, manuais ou de pedal";01/07/2017;0801000;Ferramentas
82060000;82060000 - Ferramentas de pelo menos duas das posi‡äes 8202 a 8205, acondicionadas em sortidos para venda a retalho;01/07/2017;0801100;Ferramentas
820740;"820740 - Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";01/07/2017;0801200;Ferramentas
820760;"820760 - Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";01/07/2017;0801200;Ferramentas
820770;"820770 - Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";01/07/2017;0801200;Ferramentas
8207;8207 - Outras ferramentas intercambi veis para ferramentas manuais, mesmo mecƒnicas, ou para m quinas-ferramentas (por exemplo, de embutir, estampar, puncionar, furar, tornear, aparafusar), inclu¡das as fieiras de estiragem ou de extrusÆo, para metais, e as ferramentas de perfura‡Æo ou de sondagem, exceto forma ou gabarito de produtos em epoxy e as classificadas no CEST 08.012.00;01/07/2017;0801300;Ferramentas
8208;8208 - Facas e lƒminas cortantes, para m quinas ou para aparelhos mecƒnicos;01/07/2017;0801400;Ferramentas
82090011;82090011 - Plaquetas ou pastilhas intercambi veis;01/07/2017;0801500;Ferramentas
820900;820900 - Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, nÆo montados, de ceramais (“cermets”), exceto as classificadas no CEST 08.015.00;01/07/2017;0801600;Ferramentas
8211;8211 - Facas de lƒmina cortante ou serrilhada, inclu¡das as podadeiras de lƒmina m¢vel, e suas lƒminas, exceto as de uso dom‚stico;01/07/2017;0801700;Ferramentas
8213;8213 - Tesouras e suas lƒminas;01/07/2017;0801800;Ferramentas
8467;8467 - Ferramentas pneum ticas, hidr ulicas ou com motor (el‚trico ou nÆo el‚trico) incorporado, de uso manual, exceto o descrito no CEST 08.019.01;01/07/2017;0801900;Ferramentas
84678100;84678100 - Moto-serras port teis de corrente, com motor incorporado, nÆo el‚trico, de uso agr¡cola;01/07/2017;0801901;Ferramentas
9015;"9015 - nstrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geof¡sica, exceto bussolas; telˆmetros";01/07/2017;0802000;Ferramentas
90172000;"90172000 - Instrumentos de desenho, de tra‡ado ou de c lculo; metros, micr“metros, paqu¡metros, calibres e semelhantes; partes e acess¢rios";01/07/2017;0802100;Ferramentas
901730;"901730 - Instrumentos de desenho, de tra‡ado ou de c lculo; metros, micr“metros, paqu¡metros, calibres e semelhantes; partes e acess¢rios";01/07/2017;0802100;Ferramentas
901780;"901780 - Instrumentos de desenho, de tra‡ado ou de c lculo; metros, micr“metros, paqu¡metros, calibres e semelhantes; partes e acess¢rios";01/07/2017;0802100;Ferramentas
90179090;"90179090 - Instrumentos de desenho, de tra‡ado ou de c lculo; metros, micr“metros, paqu¡metros, calibres e semelhantes; partes e acess¢rios";01/07/2017;0802100;Ferramentas
90251190;90251190 - Term“metros, suas partes e acess¢rios;01/07/2017;0802200;Ferramentas
90259010;90259010 - Term“metros, suas partes e acess¢rios;01/07/2017;0802200;Ferramentas
902519;902519 - Pir“metros, suas partes e acess¢rios;01/07/2017;0802300;Ferramentas
90259090;90259090 - Pir“metros, suas partes e acess¢rios;01/07/2017;0802300;Ferramentas
8539;8539 - Lƒmpadas el‚tricas;01/07/2017;0900100;Lƒmpadas, reatores e ?starter?
8540;8540 - Lƒmpadas eletr“nicas;01/07/2017;0900200;Lƒmpadas, reatores e ?starter?
85041000;85041000 - Reatores para lƒmpadas ou tubos de descargas;01/07/2017;0900300;Lƒmpadas, reatores e ?starter?
853650;853650 - “Starter”;01/07/2017;0900400;Lƒmpadas, reatores e ?starter?
85395000;85395000 - Lƒmpadas de LED (Diodos Emissores de Luz);01/07/2017;0900500;Lƒmpadas, reatores e ?starter?
2522;2522 - Cal;01/07/2017;1000100;Materiais de constru‡Æo e congˆneres
38245000;38245000 - Argamassas;01/07/2017;1000200;Materiais de constru‡Æo e congˆneres
3816001;3816001 - Argamassas;01/07/2017;1000200;Materiais de constru‡Æo e congˆneres
32149000;32149000 - Outras argamassas;01/07/2017;1000300;Materiais de constru‡Æo e congˆneres
391000;391000 - Silicones em formas prim rias, para uso na constru‡Æo;01/07/2017;1000400;Materiais de constru‡Æo e congˆneres
3916;"3916 - Revestimentos de PVC e outros pl sticos; forro, sancas e afins de PVC, para uso na constru‡Æo";01/07/2017;1000500;Materiais de constru‡Æo e congˆneres
3917;3917 - Tubos, e seus acess¢rios (por exemplo, juntas, cotovelos, flanges, uniäes), de pl sticos, para uso na constru‡Æo;01/07/2017;1000600;Materiais de constru‡Æo e congˆneres
3918;3918 - Revestimento de pavimento de PVC e outros pl sticos;01/07/2017;1000700;Materiais de constru‡Æo e congˆneres
3919;3919 - Chapas, folhas, tiras, fitas, pel¡culas e outras formas planas, autoadesivas, de pl sticos, mesmo em rolos, para uso na constru‡Æo;01/07/2017;1000800;Materiais de constru‡Æo e congˆneres
3921;3921 - Veda rosca, lona pl stica para uso na constru‡Æo, fitas isolantes e afins;01/07/2017;1000900;Materiais de constru‡Æo e congˆneres
3919;3919 - Veda rosca, lona pl stica para uso na constru‡Æo, fitas isolantes e afins;01/07/2017;1000900;Materiais de constru‡Æo e congˆneres
3920;3920 - Veda rosca, lona pl stica para uso na constru‡Æo, fitas isolantes e afins;01/07/2017;1000900;Materiais de constru‡Æo e congˆneres
3921;3921 - Telha de pl stico, mesmo refor‡ada com fibra de vidro;01/07/2017;1001000;Materiais de constru‡Æo e congˆneres
3921;3921 - Cumeeira de pl stico, mesmo refor‡ada com fibra de vidro;01/07/2017;1001100;Materiais de constru‡Æo e congˆneres
3921;3921 - Chapas, laminados pl sticos em bobina, para uso na constru‡Æo, exceto os descritos no CEST 10.010.00 e 10.011.00;01/07/2017;1001200;Materiais de constru‡Æo e congˆneres
3922;3922 - Banheiras, boxes para chuveiros, pias, lavat¢rios, bidˆs, sanit rios e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanit rios ou higiˆnicos, de pl sticos;01/07/2017;1001300;Materiais de constru‡Æo e congˆneres
3924;3924 - Artefatos de higiene/toucador de pl stico, para uso na constru‡Æo;01/07/2017;1001400;Materiais de constru‡Æo e congˆneres
39251000;39251000 - Caixa d’ gua, inclusive sua tampa, de pl stico, mesmo refor‡adas com fibra de vidro;01/07/2017;1001500;Materiais de constru‡Æo e congˆneres
392590;392590 - Outras telhas, cumeeira e caixa d’ gua, inclusive sua tampa, de pl stico, mesmo refor‡adas com fibra de vidro;01/07/2017;1001600;Materiais de constru‡Æo e congˆneres
